"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 20 11:38:27 GMT 2022","Mon Jun 20 11:38:30 GMT 2022","2512","test","test_conduit","TestConduit","","","test_registration",""
"passed","Mon Jun 20 11:38:55 GMT 2022","Mon Jun 20 11:38:59 GMT 2022","4300","test","test_conduit","TestConduit","","","test_go_through_a_multi_page_list",""
"passed","Mon Jun 20 11:38:39 GMT 2022","Mon Jun 20 11:38:41 GMT 2022","2053","test","test_conduit","TestConduit","","","test_cookie",""
"passed","Mon Jun 20 11:39:21 GMT 2022","Mon Jun 20 11:39:32 GMT 2022","10557","test","test_conduit","TestConduit","","","test_serial_data_upload",""
"passed","Mon Jun 20 11:39:35 GMT 2022","Mon Jun 20 11:39:42 GMT 2022","6515","test","test_conduit","TestConduit","","","test_modify_data",""
"passed","Mon Jun 20 11:38:33 GMT 2022","Mon Jun 20 11:38:36 GMT 2022","2242","test","test_conduit","TestConduit","","","test_login",""
"passed","Mon Jun 20 11:38:45 GMT 2022","Mon Jun 20 11:38:51 GMT 2022","6343","test","test_conduit","TestConduit","","","test_logout",""
"passed","Mon Jun 20 11:39:45 GMT 2022","Mon Jun 20 11:40:23 GMT 2022","37815","test","test_conduit","TestConduit","","","test_delete_articles",""
"passed","Mon Jun 20 11:39:03 GMT 2022","Mon Jun 20 11:39:10 GMT 2022","7715","test","test_conduit","TestConduit","","","test_new_data_to_profile",""
"passed","Mon Jun 20 11:40:27 GMT 2022","Mon Jun 20 11:40:34 GMT 2022","7393","test","test_conduit","TestConduit","","","test_save_data",""
"passed","Mon Jun 20 11:39:14 GMT 2022","Mon Jun 20 11:39:17 GMT 2022","3467","test","test_conduit","TestConduit","","","test_listing_data",""
