"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 20 11:46:30 GMT 2022","Mon Jun 20 11:46:34 GMT 2022","4295","test","test_conduit","TestConduit","","","test_go_through_a_multi_page_list",""
"passed","Mon Jun 20 11:46:20 GMT 2022","Mon Jun 20 11:46:26 GMT 2022","6328","test","test_conduit","TestConduit","","","test_logout",""
"passed","Mon Jun 20 11:46:08 GMT 2022","Mon Jun 20 11:46:11 GMT 2022","2252","test","test_conduit","TestConduit","","","test_login",""
"passed","Mon Jun 20 11:46:37 GMT 2022","Mon Jun 20 11:46:45 GMT 2022","7627","test","test_conduit","TestConduit","","","test_new_data_to_profile",""
"passed","Mon Jun 20 11:46:14 GMT 2022","Mon Jun 20 11:46:16 GMT 2022","2051","test","test_conduit","TestConduit","","","test_cookie",""
"passed","Mon Jun 20 11:47:19 GMT 2022","Mon Jun 20 11:47:57 GMT 2022","37450","test","test_conduit","TestConduit","","","test_delete_articles",""
"passed","Mon Jun 20 11:47:09 GMT 2022","Mon Jun 20 11:47:16 GMT 2022","6493","test","test_conduit","TestConduit","","","test_modify_data",""
"passed","Mon Jun 20 11:46:02 GMT 2022","Mon Jun 20 11:46:05 GMT 2022","2307","test","test_conduit","TestConduit","","","test_registration",""
"passed","Mon Jun 20 11:46:49 GMT 2022","Mon Jun 20 11:46:52 GMT 2022","3485","test","test_conduit","TestConduit","","","test_listing_data",""
"passed","Mon Jun 20 11:46:56 GMT 2022","Mon Jun 20 11:47:06 GMT 2022","10075","test","test_conduit","TestConduit","","","test_serial_data_upload",""
"passed","Mon Jun 20 11:48:00 GMT 2022","Mon Jun 20 11:48:08 GMT 2022","7377","test","test_conduit","TestConduit","","","test_save_data",""
